问答对,answer,#1问句类型,#1领域类型,#1语义类型,#2问句类型,#2领域类型,#2语义类型
2006年都灵冬奥会上届冬奥会，韩晓鹏在自由式滑雪男子空中技巧多少名参赛者中仅仅位居第24？,30,How,Competition,Calculation,NA,NA,NA
2006年都灵冬奥会张丹、张昊是第二次参加冬奥会，年龄分别不过多少、21岁？,20,How,Competition,Calculation,NA,NA,NA
2006年都灵冬奥会都灵冬奥会该项目共多少对选手参赛，张丹、张昊是前九名中最年轻的一对，前途不可限量？,20,How,Competition,Calculation,NA,NA,NA
2006年都灵冬奥会李妮娜最终惜败于瑞士多少岁的鲁厄，获得一枚银牌？,29,How,Competition,Calculation,NA,NA,NA
2006年都灵冬奥会女子速滑多少米铜牌获得者任慧，身高1米80？,500,Which,Competition,Factoid,NA,NA,NA
任慧曾在世界大学生冬运会获多少米速滑冠军？,1000,Which,Competition,Factoid,NA,NA,NA
2006年都灵冬奥会自由式滑雪空中技巧的郭心心，资格赛排名第二；决赛第一跳位居第一，第二跳只要站稳就是冠军，可惜落地时出现失误，结果名列第多少？,6,Which,Competition,Factoid,NA,NA,NA
2006年都灵冬奥会潘蕾、孙志峰资格赛分别排在第多少、31名，未能挤进决赛，但还是表现出较高的起点？,28,Which,Competition,Factoid,NA,NA,NA
2006年都灵冬奥会单板滑雪是一个年轻的项目，哪年年才进入冬奥会？,1998,When,Competition,Factoid,NA,NA,NA
2006年都灵冬奥会本届冬奥会是继哪年科蒂纳丹佩佐冬奥会后意大利第二次举办冬奥会？,1956,When,Competition,Factoid,NA,NA,NA
2006年都灵冬奥会都灵冬奥会共设置多少项运动、15个大项、84个小项？,7,How,Competition,Calculation,NA,NA,NA
2006年都灵冬奥会是第二十届冬奥会，哪年2月10日至2006年2月26日在意大利都灵举办？,2006,When,Competition,Factoid,NA,NA,NA
冰球比赛的比赛项目是哪项？,冰上曲棍球,Which,Competition,Factoid,NA,NA,NA
冰球比赛的起源于哪个国家？,加拿大,Where,Competition,Factoid,NA,NA,NA
冰球比赛的首次冰球比赛在哪个城市？,金斯顿,Where,Competition,Factoid,NA,NA,NA
冰球比赛冰球场四周有高多少米的界墙？,1.15～1.22米,How,Competition,Calculation,NA,NA,NA
冰球比赛冰刀为什么倾斜时也不会使鞋触及冰面？,刀身弧度大，和冰面接触面积小,Why,Competition,Descriptive,NA,NA,NA
冰球比赛冰鞋为什么可以保护脚部？,四周包有特殊加厚的硬皮革,Why,Competition,Descriptive,NA,NA,NA
冰球比赛死球：打过对方球门线，即成死球，此时要在打成死球一方的守区内，距该队最后射球点最近的争球点进行争球，但如果球直接进了球门应判此球是否有效？,有效,Whether,Competition,Opinion,NA,NA,NA
冰球比赛争球：比赛重新开始时，双方各有几名球员在争球点面对面的准备，裁判将球掷在二人中间？,一名,How,Competition,Calculation,NA,NA,NA
冰球比赛每组前两名有资格进入半决赛，一组的第一名与另一组的第二名对阵，半决赛中的胜者争夺冠军，负者争夺第几名？,第三名,Which,Competition,Factoid,NA,NA,NA
冰球比赛运动员的用具包括哪些道具？,包括了冰球鞋、冰球刀、护具、冰球杆,Which,Competition,Factoid,NA,NA,NA
冰球比赛护具包括哪些护具？,包括了头盔、护肩、护胸、护腰、护肘、手套、护腿等,Which,Competition,Factoid,NA,NA,NA
冰球比赛常见犯规：包括哪些动作？,包括了非法冲撞、肘击和横杆推阻,Which,Competition,Factoid,NA,NA,NA
冰球比赛中国女子冰球队在1998年冬奥会获得第4名，2002年冬奥会获得了第几名？,第7名,Which,Competition,Factoid,NA,NA,NA
冰球比赛用具是哪些？,冰球鞋、冰球刀、护具、冰球杆,Which,Competition,Factoid,NA,NA,NA
冰球比赛冰球刀有哪些优点？,质量轻、抗击打、不易生锈等,Which,Competition,Factoid,NA,NA,NA
冰球比赛为什么穿戴护具？,防止受伤,Why,Competition,Descriptive,NA,NA,NA
冰球比赛冰球杆用木质材料制成，从根部至杆柄端不能长于多少厘米？,147厘米,How,Competition,Calculation,NA,NA,NA
冰球比赛冰球是否为黑色硬橡胶或经国际冰联批准的材料制成？,是,Whether,Competition,Opinion,NA,NA,NA
冰球比赛身体接触是如何判定？,女子比赛不允许有身体冲撞,How,Competition,Procedural,NA,NA,NA
冰球比赛常见犯规是如何判定？,非法冲撞、肘击和横杆推阻,How,Competition,Procedural,NA,NA,NA
冰球比赛女子比赛赛制是将几支球队分为两个小组，每4支球队进行单循环比赛？,8支,How,Competition,Calculation,NA,NA,NA
冰球比赛男子比赛赛事是将12支球队分为三个小组，各小组第一名和成绩最好的第二名直接晋级多少强，而剩下的8支球队进入淘汰赛资格赛，争夺剩下的四个八强名额？,八强,Which,Competition,Factoid,NA,NA,NA
冰球比赛小组积分算法是小组赛中获胜得2分，打平得1分，失利得分吗？,不,Whether,Competition,Opinion,NA,NA,NA
冰球比赛点球决胜是从1/4决赛开始算起，如果两队在三节比赛之后依然战平，将安排多少分钟的加时赛？,20,How,Competition,Calculation,NA,NA,NA
冰球比赛1890年加拿大成立安大略冰球协会，是世界上第一个冰球协会组织吗？,是,Whether,Competition,Opinion,NA,NA,NA
冰球比赛全场比赛分为多少局，每局20分钟，中场休息15分钟？,3局,How,Competition,Calculation,NA,NA,NA
冰球比赛女子比赛赛制：将8支球队分为几个小组？,两个小组，每4支球队进行单循环比赛,How,Competition,Calculation,NA,NA,NA
冰球比赛男子比赛赛事：将12支球队分为几个小组？,三个小组，各小组第一名和成绩最好的第二名直接晋级八强，而剩下的8支球队进入淘汰赛资格赛，争夺剩下的四个八强名额,How,Competition,Calculation,NA,NA,NA
冰球比赛如何取胜？,进球数多者,How,Competition,Factoid,NA,NA,NA
冰球比赛金斯顿举行首次冰球比赛。哪年传至欧洲？,1858,When,Competition,Factoid,NA,NA,NA
冰球比赛史密斯教授共同制定了比赛规则，规定每队比赛人数为多少人？,9,How,Competition,Calculation,NA,NA,NA
冰球比赛哪年欧洲第一个冰球俱乐部在瑞士的莱萨旺成立？,1902,When,Competition,Factoid,NA,NA,NA
冰球比赛女子冰球始于19世纪60年代。哪年在安大略的多伦多举行首次女子冰球赛？,1892,When,Competition,Factoid,NA,NA,NA
冰球比赛国际冰联规则中61米～多少米的场地？,30,How,Competition,Calculation,NA,NA,NA
冰球比赛冰球场四周有高1.15～1.多少米的界墙？,22,How,Competition,Calculation,NA,NA,NA
冰球比赛冰球鞋原为优质牛皮缝制，60～多少年代出现全塑料模压鞋？,70,When,Competition,Factoid,NA,NA,NA
冰球比赛冰球杆：用木质材料制成，从根部至杆柄端不能长于多少厘米？,147,How,Competition,Calculation,NA,NA,NA
冰球比赛守门员球杆杆柄的加宽部分，宽不超过多少厘米？,9,How,Competition,Calculation,NA,NA,NA
冰球比赛球厚2．54厘米，直径7．62厘米，重量为156～多少克？,170,How,Competition,Calculation,NA,NA,NA
冰球比赛冰球比赛时每队上场6人，3名前锋，2名后卫、多少名守门员？,1,How,Competition,Calculation,NA,NA,NA
冰球比赛全场比赛分为3局，每局20分钟，中场休息多少分钟？,15,How,Competition,Calculation,NA,NA,NA
冰球比赛女子比赛赛制：将8支球队分为两个小组，每多少支球队进行单循环比赛？,4,How,Competition,Calculation,NA,NA,NA
冰球比赛淘汰赛资格赛按照第5名VS第12名，第6名VS第11名，第7名VS第10名，第8名VS第多少名？,9,Which,Competition,Factoid,NA,NA,NA
冰球比赛女子冰球始于多少世纪60年代？,19,When,Competition,Factoid,NA,NA,NA
冰球比赛冰球杆：用木质材料制成，从根部至杆柄端不能长于多少厘米？,147,How,Competition,Calculation,NA,NA,NA
冰球比赛守门员球杆杆柄的加宽部分从根部向上不得长于多少厘米，不宽于9厘米，杆刃长不超过39厘米，宽不超过9厘米？,71,How,Competition,Calculation,NA,NA,NA
冰球比赛球厚多少．54厘米，直径7．62厘米，重量为156～170克？,2,How,Competition,Calculation,NA,NA,NA
冰球比赛哪年加拿大国家冰球协会首创的六人制打法，国际冰联通过并将其沿用至今？,1912,When,Competition,Factoid,NA,NA,NA
冰球比赛冰球比赛时每队上场多少人，3名前锋，2名后卫、1名守门员？,6,How,Competition,Calculation,NA,NA,NA
冰球比赛比赛过程中可随时换人，依据运动员犯规程度的不同给予不同时间的离场处罚，多少分钟、5分钟、10分钟或更长时间？,2,How,Competition,Factoid,NA,NA,NA
冰球比赛女子比赛赛制：将多少支球队分为两个小组，每4支球队进行单循环比赛？,8,How,Competition,Calculation,NA,NA,NA
冰球比赛淘汰赛资格赛按照第多少名VS第12名，第6名VS第11名，第7名VS第10名，第8名VS第9名？,5,Which,Competition,Factoid,NA,NA,NA
冰球比赛小组积分算法：小组赛中获胜得多少分，打平得1分，失利则不得分？,2,How,Competition,Calculation,NA,NA,NA
冰球比赛冰球起源于加拿大，又称冰上曲棍球。多少世纪中叶加拿大安大略省的金斯顿地区流行？,19,When,Competition,Factoid,NA,NA,NA
2014年冬季奥林匹克运动会共设有多少个大项目？,7个,How,Competition,Calculation,NA,NA,NA
2014年冬季奥林匹克运动会共设有多少个分项目？,15个,How,Competition,Calculation,NA,NA,NA
2014年冬季奥林匹克运动会共设有多少个小项目？,98个,How,Competition,Calculation,NA,NA,NA
2014年冬季奥林匹克运动会共设有多少枚奖牌？,294,How,Competition,Calculation,NA,NA,NA
2014年索契冬奥会是俄罗斯历史上第一次举办冬奥会吗？,是,Whether,Competition,Opinion,NA,NA,NA
2014年索契冬奥会的举办城市在哪？,俄罗斯索契,Where,Competition,Factoid,NA,NA,NA
2014年索契冬奥会的参赛国家地区有多少个？,88,How,Competition,Calculation,NA,NA,NA
2014年索契冬奥会的上一届是哪届冬奥会？,2010年温哥华冬奥会,Which,Competition,Factoid,NA,NA,NA
2014年索契冬奥会的主体育场在哪？,菲什特奥林匹克体育场,Where,Competition,Factoid,NA,NA,NA
2014年索契冬奥会的举办时间是什么时候？,2014年02月7日-2014年02月23日,When,Competition,Factoid,NA,NA,NA
2014年索契冬奥会的参赛运动员有多少人？,2873,How,Competition,Calculation,NA,NA,NA
2014年索契冬奥会的下一届是哪届冬奥会？,2018年平昌冬奥会,Which,Competition,Factoid,NA,NA,NA
2014年索契冬奥会索契有多少家餐厅，俄式大餐、土耳其烤肉、高加索风味任凭选择？,500多,How,Competition,Calculation,NA,NA,NA
2014年索契冬奥会此前曾有消息传出俄罗斯索契冬奥会组委会计划将火炬传递引入太空，而谁在周一正式公布了这一消息，并介绍了火炬传递的细节？,俄罗斯联邦航天局,Who,Competition,Factoid,NA,NA,NA
2014年索契冬奥会11月初，奥运火炬将被一艘有人驾驶的太空船带入国际空间站，然后由谁一起带入外太空？,科托夫和雷赞斯基,Who,Competition,Factoid,NA,NA,NA
2014年索契冬奥会切尼申科表示：没有人这样做过，两名俄罗斯宇航员的太空行走将创造一个历史性的时刻，这是史无前例的吗？,是,Whether,Competition,Opinion,NA,NA,NA
2014年索契冬奥会索契冬奥会火炬传递将从2013年10月7日开始，传递距离达到创纪录的6.5万公里，预计将有多少人参与接力？,1.4万,How,Competition,Calculation,NA,NA,NA
2014年索契冬奥会仪式结束后，载有火炬的曼谷斯特快艇由安加拉河驶入哪里？,贝加尔湖,Where,Competition,Factoid,NA,NA,NA
2014年索契冬奥会而在俄罗斯，这个口号的解读略有不同：激情冬天属于你是指哪里？,索契,Where,Competition,Factoid,NA,NA,NA
2014年索契冬奥会据悉，有近多少万俄罗斯民众通过发送手机短信、拨打免费热线电话等方式参与了投票？,100万,How,Competition,Calculation,NA,NA,NA
2014年索契冬奥会冬奥会和残疾人冬奥会的火炬设计样式一样，颜色是否也一样？,不一样,Whether,Competition,Factoid,NA,NA,NA
2014年索契冬奥会恩斯特表示，奥运五环标志的展示环节出现的失误并不影响开幕式其余部分的完美展示，他希望大家怎样？,不要有过多纠结,How,Competition,Factoid,NA,NA,NA
2014年索契冬奥会在北京时间8日凌晨的开幕式上，奥运五环展示环节出现故障，本将形成五环的五朵雪绒花有几朵没有打开，为开幕式留下小小的遗憾？,一朵,How,Competition,Calculation,NA,NA,NA
2014年索契冬奥会担任中国队旗手的是哪位运动员？,刘秋宏,Who,Competition,Factoid,NA,NA,NA
2014年索契冬奥会阿尔及利亚均有几名运动员取得参赛资格，但这些国家的奥林匹克委员会表示不会参加本届冬奥会？,一名,How,Competition,Calculation,NA,NA,NA
2014年索契冬奥会该中心包括几个独立的场馆，每个场馆都有起点、终点区和独立的轨道系统，还有专门的拍摄区和热身区？,两个,How,Competition,Calculation,NA,NA,NA
2014年索契冬奥会比赛器材是由最新的奥运会的K-95和K-125滑雪跳跃做成，会场内部也将包括多达多少张床？,200张,How,Competition,Calculation,NA,NA,NA
2014年索契冬奥会内设有哪些比赛项目的专门的轨道？,越野滑雪，空中技巧，平行大回转等,Which,Competition,Factoid,NA,NA,NA
2014年索契冬奥会所有轨道由哪位设计师设计？,滑雪建筑师伯纳德,Who,Competition,Factoid,NA,NA,NA
2014年索契冬奥会短道速滑共有几个比赛日？,五个,How,Competition,Calculation,NA,NA,NA
2014年索契冬奥会短道速滑的比赛日分别是什么时间？,2月10日、2月13日、2月15日、2月18日、2月22日,When,Competition,Factoid,NA,NA,NA
2014年索契冬奥会短道速滑将产生几枚金牌？,八枚金牌,How,Competition,Calculation,NA,NA,NA
2014年索契冬奥会副总统乔拜登均不会出席，且亲自任命两位已公开出柜的运动员代表谁出席开幕式，而随后又有一名代表团成员公开出柜？,美国,Who,Competition,Factoid,NA,NA,NA
2014年索契冬奥会在什么时间，有美国参议员提案呼吁抵制本届冬奥会以表达对俄罗斯为爱德华·斯诺登提供庇护一事的抗议？,2013年7月17日,When,Competition,Factoid,NA,NA,NA
2014年索契冬奥会在哪个大会上呼吁所有国家放弃抵制奥运会，称反对任何形式的抵制？,联合国大会,Which,Competition,Factoid,NA,NA,NA
